0	3.2
100 4.5309
221 4.58438
300 4.65853
411 5.03347
500 5.20782
600 5.41421
661 5.93628
700 6.03853
800 6.25009
900 6.3158
1000 6.37507
1100 6.43954
1200 6.50623
1300 6.56919
1400 6.62789
1500 6.68347
1600 6.73796
1700 6.79161
1800 6.84396
1900 6.89447
2000 6.94199
2100 6.98504
2200 7.02322
2300 7.05947
2400 7.09783
2500 7.14278
2600 7.19947
2700 7.26907
2800 7.31028
2890 7.32138
