80 4.47822
115 4.46909
150 4.4545
185 4.45468
220 4.5816
265 4.68261
310 4.71424
355 4.74045
410 4.93808
450 5.07616
500 5.22083
550 5.363
600 5.50537
635 5.53107
660 5.82747
721 6.08097
771 6.22689
871 6.29768
971 6.36628
1071 6.43242
1171 6.49394
1271 6.55343
1371 6.61127
1471 6.66472
1571 6.717
1671 6.76617
1771 6.81436
1871 6.86212
1971 6.91058
2071 6.95355
2171 6.99987
2271 7.04128
2371 7.08397
2471 7.13106
2571 7.17435
2671 7.21547
2741 7.24654
2771 7.24634
2871 7.24546
2891 7.24526
